year,race_number,track,driver_id,driver_name,team,grid_position,finish_position,points_earned,temperature,humidity,track_temperature,fastest_lap,pit_stops
2022,3,Autódromo José Carlos Pace,14,Driver 14,Alpha Tauri,13,7,6,23.95176263653529,55.153515465511205,31.823289544986935,88.04807911464282,2
2022,3,Autódromo José Carlos Pace,10,Driver 10,Williams,1,8,4,23.95176263653529,55.153515465511205,31.823289544986935,85.2510745573766,3
2022,3,Autódromo José Carlos Pace,18,Driver 18,Williams,11,9,2,23.95176263653529,55.153515465511205,31.823289544986935,81.85998976004396,3
2022,3,Autódromo José Carlos Pace,8,Driver 8,Alpine,16,10,1,23.95176263653529,55.153515465511205,31.823289544986935,90.78756712417463,3
2022,3,Autódromo José Carlos Pace,4,Driver 4,Alpine,8,11,0,23.95176263653529,55.153515465511205,31.823289544986935,60.1877236853515,4
2022,3,Autódromo José Carlos Pace,17,Driver 17,Red Bull Racing,18,12,0,23.95176263653529,55.153515465511205,31.823289544986935,97.19472527190078,4
2022,3,Autódromo José Carlos Pace,2,Driver 2,Alpha Tauri,5,13,0,23.95176263653529,55.153515465511205,31.823289544986935,70.90254621084829,3
2022,3,Autódromo José Carlos Pace,15,Driver 15,Alpine,16,14,0,23.95176263653529,55.153515465511205,31.823289544986935,91.73924637071079,4
2022,3,Autódromo José Carlos Pace,12,Driver 12,Ferrari,6,15,0,23.95176263653529,55.153515465511205,31.823289544986935,90.69333250851835,4
2022,3,Autódromo José Carlos Pace,1,Driver 1,Mercedes,6,16,0,23.95176263653529,55.153515465511205,31.823289544986935,97.61484074697415,3
2022,3,Autódromo José Carlos Pace,19,Driver 19,Red Bull Racing,7,17,0,23.95176263653529,55.153515465511205,31.823289544986935,88.9677748290141,4
2022,3,Autódromo José Carlos Pace,13,Driver 13,Haas,5,18,0,23.95176263653529,55.153515465511205,31.823289544986935,70.15777400931142,2
2022,3,Autódromo José Carlos Pace,11,Driver 11,Mercedes,3,19,0,23.95176263653529,55.153515465511205,31.823289544986935,70.67822634155246,1
2022,3,Autódromo José Carlos Pace,6,Driver 6,Mercedes,11,20,0,23.95176263653529,55.153515465511205,31.823289544986935,96.4141385192542,1
2022,4,Circuit de Spa-Francorchamps,3,Driver 3,Williams,11,1,25,17.833105226525785,56.36499355440435,23.298848365631446,95.42625999179297,2
2022,4,Circuit de Spa-Francorchamps,8,Driver 8,Alpine,1,2,18,17.833105226525785,56.36499355440435,23.298848365631446,89.62860288107339,4
2022,4,Circuit de Spa-Francorchamps,19,Driver 19,Red Bull Racing,6,3,15,17.833105226525785,56.36499355440435,23.298848365631446,96.90697764452761,2
2022,4,Circuit de Spa-Francorchamps,16,Driver 16,Red Bull Racing,9,4,12,17.833105226525785,56.36499355440435,23.298848365631446,68.840249707902,2
2022,4,Circuit de Spa-Francorchamps,17,Driver 17,Red Bull Racing,15,5,10,17.833105226525785,56.36499355440435,23.298848365631446,96.49033326808063,4
2022,4,Circuit de Spa-Francorchamps,7,Driver 7,Haas,12,6,8,17.833105226525785,56.36499355440435,23.298848365631446,69.10679323771546,4
2022,4,Circuit de Spa-Francorchamps,2,Driver 2,Alpha Tauri,3,7,6,17.833105226525785,56.36499355440435,23.298848365631446,86.59616016708947,1
2022,4,Circuit de Spa-Francorchamps,10,Driver 10,Williams,2,8,4,17.833105226525785,56.36499355440435,23.298848365631446,91.6077169376534,4
2022,4,Circuit de Spa-Francorchamps,20,Driver 20,Williams,3,9,2,17.833105226525785,56.36499355440435,23.298848365631446,89.89470570503417,1
2022,4,Circuit de Spa-Francorchamps,5,Driver 5,McLaren,20,10,1,17.833105226525785,56.36499355440435,23.298848365631446,93.3733761690992,1
2022,4,Circuit de Spa-Francorchamps,18,Driver 18,Williams,7,11,0,17.833105226525785,56.36499355440435,23.298848365631446,63.779834754273054,1
2022,4,Circuit de Spa-Francorchamps,14,Driver 14,Alpha Tauri,4,12,0,17.833105226525785,56.36499355440435,23.298848365631446,81.28901640339906,2
2022,4,Circuit de Spa-Francorchamps,13,Driver 13,Haas,18,13,0,17.833105226525785,56.36499355440435,23.298848365631446,64.13638348779338,4
2022,4,Circuit de Spa-Francorchamps,11,Driver 11,Mercedes,11,14,0,17.833105226525785,56.36499355440435,23.298848365631446,71.89109456246767,3
2022,4,Circuit de Spa-Francorchamps,4,Driver 4,Alpine,17,15,0,17.833105226525785,56.36499355440435,23.298848365631446,76.41312453944276,3
2022,4,Circuit de Spa-Francorchamps,1,Driver 1,Mercedes,3,16,0,17.833105226525785,56.36499355440435,23.298848365631446,63.746881697799935,1
2022,4,Circuit de Spa-Francorchamps,9,Driver 9,McLaren,10,17,0,17.833105226525785,56.36499355440435,23.298848365631446,70.16557525099319,4
2022,4,Circuit de Spa-Francorchamps,6,Driver 6,Mercedes,1,18,0,17.833105226525785,56.36499355440435,23.298848365631446,94.64383813183449,4
2022,4,Circuit de Spa-Francorchamps,12,Driver 12,Ferrari,6,19,0,17.833105226525785,56.36499355440435,23.298848365631446,90.20598501357674,3
2022,4,Circuit de Spa-Francorchamps,15,Driver 15,Alpine,16,20,0,17.833105226525785,56.36499355440435,23.298848365631446,86.64879352989874,4
2022,5,Yas Marina Circuit,18,Driver 18,Williams,18,1,25,30.630736573518742,33.769759996706014,32.56176633207248,76.98910244416052,2
2022,5,Yas Marina Circuit,20,Driver 20,Williams,13,2,18,30.630736573518742,33.769759996706014,32.56176633207248,98.02897770402285,2
2022,5,Yas Marina Circuit,15,Driver 15,Alpine,6,3,15,30.630736573518742,33.769759996706014,32.56176633207248,93.81630437691317,3
2022,5,Yas Marina Circuit,6,Driver 6,Mercedes,8,4,12,30.630736573518742,33.769759996706014,32.56176633207248,63.21018968881832,1
2022,5,Yas Marina Circuit,7,Driver 7,Haas,10,5,10,30.630736573518742,33.769759996706014,32.56176633207248,70.68741943041911,2
2022,5,Yas Marina Circuit,8,Driver 8,Alpine,20,6,8,30.630736573518742,33.769759996706014,32.56176633207248,76.71570405457803,1
2022,5,Yas Marina Circuit,13,Driver 13,Haas,2,7,6,30.630736573518742,33.769759996706014,32.56176633207248,98.81323563063413,3
2022,5,Yas Marina Circuit,11,Driver 11,Mercedes,18,8,4,30.630736573518742,33.769759996706014,32.56176633207248,79.14884670895125,2
2022,5,Yas Marina Circuit,9,Driver 9,McLaren,6,9,2,30.630736573518742,33.769759996706014,32.56176633207248,92.32656292565683,2
2022,5,Yas Marina Circuit,17,Driver 17,Red Bull Racing,17,10,1,30.630736573518742,33.769759996706014,32.56176633207248,60.26821012603651,1
2022,5,Yas Marina Circuit,3,Driver 3,Williams,9,11,0,30.630736573518742,33.769759996706014,32.56176633207248,95.09368737766704,3
2022,5,Yas Marina Circuit,4,Driver 4,Alpine,17,12,0,30.630736573518742,33.769759996706014,32.56176633207248,71.81836817585408,1
2022,5,Yas Marina Circuit,12,Driver 12,Ferrari,4,13,0,30.630736573518742,33.769759996706014,32.56176633207248,95.29002110441482,4
2022,5,Yas Marina Circuit,16,Driver 16,Red Bull Racing,2,14,0,30.630736573518742,33.769759996706014,32.56176633207248,65.57999877164089,4
2022,5,Yas Marina Circuit,19,Driver 19,Red Bull Racing,18,15,0,30.630736573518742,33.769759996706014,32.56176633207248,84.1749601273717,4
2022,5,Yas Marina Circuit,5,Driver 5,McLaren,9,16,0,30.630736573518742,33.769759996706014,32.56176633207248,77.50020561750866,1
2022,5,Yas Marina Circuit,10,Driver 10,Williams,2,17,0,30.630736573518742,33.769759996706014,32.56176633207248,75.98320695571641,4
2022,5,Yas Marina Circuit,2,Driver 2,Alpha Tauri,9,18,0,30.630736573518742,33.769759996706014,32.56176633207248,73.11538868402519,1
2022,5,Yas Marina Circuit,1,Driver 1,Mercedes,6,19,0,30.630736573518742,33.769759996706014,32.56176633207248,76.4866307786314,3
2022,5,Yas Marina Circuit,14,Driver 14,Alpha Tauri,5,20,0,30.630736573518742,33.769759996706014,32.56176633207248,96.07094444812722,4
2022,6,Red Bull Ring,15,Driver 15,Alpine,11,1,25,28.303133965737196,49.32207112183498,32.06095139412398,88.12025812451765,2
2022,6,Red Bull Ring,1,Driver 1,Mercedes,20,2,18,28.303133965737196,49.32207112183498,32.06095139412398,86.0779897094498,4
2022,6,Red Bull Ring,4,Driver 4,Alpine,20,3,15,28.303133965737196,49.32207112183498,32.06095139412398,90.8403277768056,3
2022,6,Red Bull Ring,19,Driver 19,Red Bull Racing,5,4,12,28.303133965737196,49.32207112183498,32.06095139412398,86.93641128219353,1
2022,6,Red Bull Ring,18,Driver 18,Williams,3,5,10,28.303133965737196,49.32207112183498,32.06095139412398,69.18461897353882,4
2022,6,Red Bull Ring,6,Driver 6,Mercedes,10,6,8,28.303133965737196,49.32207112183498,32.06095139412398,61.76677127567283,2
2022,6,Red Bull Ring,9,Driver 9,McLaren,11,7,6,28.303133965737196,49.32207112183498,32.06095139412398,66.67823506351428,3
2022,6,Red Bull Ring,11,Driver 11,Mercedes,6,8,4,28.303133965737196,49.32207112183498,32.06095139412398,84.84522403703028,1
2022,6,Red Bull Ring,20,Driver 20,Williams,2,9,2,28.303133965737196,49.32207112183498,32.06095139412398,60.13780659364344,3
2022,6,Red Bull Ring,2,Driver 2,Alpha Tauri,13,10,1,28.303133965737196,49.32207112183498,32.06095139412398,90.2909706446244,2
2022,6,Red Bull Ring,14,Driver 14,Alpha Tauri,20,11,0,28.303133965737196,49.32207112183498,32.06095139412398,64.42449993028397,4
2022,6,Red Bull Ring,16,Driver 16,Red Bull Racing,1,12,0,28.303133965737196,49.32207112183498,32.06095139412398,66.11646862528042,1
2022,6,Red Bull Ring,17,Driver 17,Red Bull Racing,12,13,0,28.303133965737196,49.32207112183498,32.06095139412398,75.96391496635295,3
2022,6,Red Bull Ring,5,Driver 5,McLaren,2,14,0,28.303133965737196,49.32207112183498,32.06095139412398,84.66558554580556,1
2022,6,Red Bull Ring,8,Driver 8,Alpine,17,15,0,28.303133965737196,49.32207112183498,32.06095139412398,78.1938927302675,2
2022,6,Red Bull Ring,7,Driver 7,Haas,19,16,0,28.303133965737196,49.32207112183498,32.06095139412398,84.55603961494268,4
2022,6,Red Bull Ring,10,Driver 10,Williams,6,17,0,28.303133965737196,49.32207112183498,32.06095139412398,74.82031553045425,1
2022,6,Red Bull Ring,13,Driver 13,Haas,4,18,0,28.303133965737196,49.32207112183498,32.06095139412398,64.38718072869635,4
2022,6,Red Bull Ring,12,Driver 12,Ferrari,6,19,0,28.303133965737196,49.32207112183498,32.06095139412398,67.19481638805863,3
2022,6,Red Bull Ring,3,Driver 3,Williams,8,20,0,28.303133965737196,49.32207112183498,32.06095139412398,72.97440196798597,3
2022,7,Albert Park Circuit,10,Driver 10,Williams,19,1,25,12.638761991385206,39.131786616573294,20.534775969613047,98.82220512465022,1
2022,7,Albert Park Circuit,4,Driver 4,Alpine,13,2,18,12.638761991385206,39.131786616573294,20.534775969613047,64.43471912772596,3
2022,7,Albert Park Circuit,3,Driver 3,Williams,6,3,15,12.638761991385206,39.131786616573294,20.534775969613047,96.74916351796688,4
2022,7,Albert Park Circuit,9,Driver 9,McLaren,7,4,12,12.638761991385206,39.131786616573294,20.534775969613047,72.34225738184267,1
2022,7,Albert Park Circuit,16,Driver 16,Red Bull Racing,9,5,10,12.638761991385206,39.131786616573294,20.534775969613047,89.17695566157632,4
2022,7,Albert Park Circuit,13,Driver 13,Haas,3,6,8,12.638761991385206,39.131786616573294,20.534775969613047,78.1556639066784,4
2022,7,Albert Park Circuit,1,Driver 1,Mercedes,12,7,6,12.638761991385206,39.131786616573294,20.534775969613047,66.13716407660294,1
2022,7,Albert Park Circuit,8,Driver 8,Alpine,15,8,4,12.638761991385206,39.131786616573294,20.534775969613047,89.3636247100382,2
2022,7,Albert Park Circuit,20,Driver 20,Williams,18,9,2,12.638761991385206,39.131786616573294,20.534775969613047,71.85698345329118,1
2022,7,Albert Park Circuit,12,Driver 12,Ferrari,1,10,1,12.638761991385206,39.131786616573294,20.534775969613047,62.833884745154904,1
2022,7,Albert Park Circuit,15,Driver 15,Alpine,19,11,0,12.638761991385206,39.131786616573294,20.534775969613047,82.65670828778174,2
2022,7,Albert Park Circuit,7,Driver 7,Haas,12,12,0,12.638761991385206,39.131786616573294,20.534775969613047,93.83703493882217,2
2022,7,Albert Park Circuit,11,Driver 11,Mercedes,17,13,0,12.638761991385206,39.131786616573294,20.534775969613047,68.18527365738733,4
2022,7,Albert Park Circuit,5,Driver 5,McLaren,3,14,0,12.638761991385206,39.131786616573294,20.534775969613047,97.62993812689629,1
2022,7,Albert Park Circuit,2,Driver 2,Alpha Tauri,3,15,0,12.638761991385206,39.131786616573294,20.534775969613047,97.98283428054353,2
2022,7,Albert Park Circuit,17,Driver 17,Red Bull Racing,7,16,0,12.638761991385206,39.131786616573294,20.534775969613047,81.53074077509106,4
2022,7,Albert Park Circuit,14,Driver 14,Alpha Tauri,17,17,0,12.638761991385206,39.131786616573294,20.534775969613047,62.71308886088398,3
2022,7,Albert Park Circuit,6,Driver 6,Mercedes,11,18,0,12.638761991385206,39.131786616573294,20.534775969613047,99.96490316244562,4
2022,7,Albert Park Circuit,19,Driver 19,Red Bull Racing,16,19,0,12.638761991385206,39.131786616573294,20.534775969613047,93.4639031741313,3
2022,7,Albert Park Circuit,18,Driver 18,Williams,10,20,0,12.638761991385206,39.131786616573294,20.534775969613047,84.39314021059332,2
2022,8,Baku City Circuit,4,Driver 4,Alpine,20,1,25,12.083294906794697,61.25186185036493,16.095204092961577,82.39215083213901,1
2022,8,Baku City Circuit,19,Driver 19,Red Bull Racing,2,2,18,12.083294906794697,61.25186185036493,16.095204092961577,69.19926235609911,4
2022,8,Baku City Circuit,14,Driver 14,Alpha Tauri,10,3,15,12.083294906794697,61.25186185036493,16.095204092961577,79.3349684163481,3
2022,8,Baku City Circuit,7,Driver 7,Haas,9,4,12,12.083294906794697,61.25186185036493,16.095204092961577,79.01822404209504,3
2022,8,Baku City Circuit,5,Driver 5,McLaren,7,5,10,12.083294906794697,61.25186185036493,16.095204092961577,61.357156160781024,4
2022,8,Baku City Circuit,13,Driver 13,Haas,12,6,8,12.083294906794697,61.25186185036493,16.095204092961577,71.93591030628431,3
2022,8,Baku City Circuit,6,Driver 6,Mercedes,4,7,6,12.083294906794697,61.25186185036493,16.095204092961577,83.35414772626356,4
2022,8,Baku City Circuit,17,Driver 17,Red Bull Racing,11,8,4,12.083294906794697,61.25186185036493,16.095204092961577,69.93172035178995,2
2022,8,Baku City Circuit,9,Driver 9,McLaren,7,9,2,12.083294906794697,61.25186185036493,16.095204092961577,64.15101564928115,1
2022,8,Baku City Circuit,10,Driver 10,Williams,18,10,1,12.083294906794697,61.25186185036493,16.095204092961577,97.84900857345892,3
2022,8,Baku City Circuit,1,Driver 1,Mercedes,9,11,0,12.083294906794697,61.25186185036493,16.095204092961577,94.79035309664687,2
2022,8,Baku City Circuit,16,Driver 16,Red Bull Racing,10,12,0,12.083294906794697,61.25186185036493,16.095204092961577,81.08058766987811,1
2022,8,Baku City Circuit,12,Driver 12,Ferrari,5,13,0,12.083294906794697,61.25186185036493,16.095204092961577,62.35108192710049,1
2022,8,Baku City Circuit,11,Driver 11,Mercedes,4,14,0,12.083294906794697,61.25186185036493,16.095204092961577,65.79072212060223,3
2022,8,Baku City Circuit,15,Driver 15,Alpine,6,15,0,12.083294906794697,61.25186185036493,16.095204092961577,77.32379079516043,4
2022,8,Baku City Circuit,3,Driver 3,Williams,6,16,0,12.083294906794697,61.25186185036493,16.095204092961577,79.41736428356228,3
2022,8,Baku City Circuit,20,Driver 20,Williams,6,17,0,12.083294906794697,61.25186185036493,16.095204092961577,76.95848108042654,2
2022,8,Baku City Circuit,18,Driver 18,Williams,9,18,0,12.083294906794697,61.25186185036493,16.095204092961577,86.17620066625639,1
2022,8,Baku City Circuit,8,Driver 8,Alpine,6,19,0,12.083294906794697,61.25186185036493,16.095204092961577,78.49217799285262,1
2022,8,Baku City Circuit,2,Driver 2,Alpha Tauri,5,20,0,12.083294906794697,61.25186185036493,16.095204092961577,88.12362147529178,4
2022,9,Circuit Gilles Villeneuve,14,Driver 14,Alpha Tauri,16,1,25,25.59901243681587,44.442561654416764,29.244203044417453,75.52958069230323,1
2022,9,Circuit Gilles Villeneuve,10,Driver 10,Williams,1,2,18,25.59901243681587,44.442561654416764,29.244203044417453,69.9167647415244,4
2022,9,Circuit Gilles Villeneuve,7,Driver 7,Haas,16,3,15,25.59901243681587,44.442561654416764,29.244203044417453,82.17611245886367,1
2022,9,Circuit Gilles Villeneuve,15,Driver 15,Alpine,10,4,12,25.59901243681587,44.442561654416764,29.244203044417453,75.64826289894548,3
2022,9,Circuit Gilles Villeneuve,5,Driver 5,McLaren,20,5,10,25.59901243681587,44.442561654416764,29.244203044417453,96.02906542909021,3
2022,9,Circuit Gilles Villeneuve,19,Driver 19,Red Bull Racing,12,6,8,25.59901243681587,44.442561654416764,29.244203044417453,74.37701655831471,3
2022,9,Circuit Gilles Villeneuve,13,Driver 13,Haas,11,7,6,25.59901243681587,44.442561654416764,29.244203044417453,67.7689347846779,2
2022,9,Circuit Gilles Villeneuve,18,Driver 18,Williams,18,8,4,25.59901243681587,44.442561654416764,29.244203044417453,80.25298836925379,3
2022,9,Circuit Gilles Villeneuve,16,Driver 16,Red Bull Racing,20,9,2,25.59901243681587,44.442561654416764,29.244203044417453,90.67815309318604,2
2022,9,Circuit Gilles Villeneuve,2,Driver 2,Alpha Tauri,18,10,1,25.59901243681587,44.442561654416764,29.244203044417453,97.78546902231446,1
2022,9,Circuit Gilles Villeneuve,9,Driver 9,McLaren,19,11,0,25.59901243681587,44.442561654416764,29.244203044417453,90.34747384905556,2
2022,9,Circuit Gilles Villeneuve,20,Driver 20,Williams,8,12,0,25.59901243681587,44.442561654416764,29.244203044417453,88.88116920485587,1
2022,9,Circuit Gilles Villeneuve,3,Driver 3,Williams,11,13,0,25.59901243681587,44.442561654416764,29.244203044417453,78.91954474794208,4
2022,9,Circuit Gilles Villeneuve,11,Driver 11,Mercedes,13,14,0,25.59901243681587,44.442561654416764,29.244203044417453,75.3107376808436,3
2022,9,Circuit Gilles Villeneuve,4,Driver 4,Alpine,17,15,0,25.59901243681587,44.442561654416764,29.244203044417453,67.18787966000069,3
2022,9,Circuit Gilles Villeneuve,8,Driver 8,Alpine,5,16,0,25.59901243681587,44.442561654416764,29.244203044417453,63.10028782439951,1
2022,9,Circuit Gilles Villeneuve,1,Driver 1,Mercedes,1,17,0,25.59901243681587,44.442561654416764,29.244203044417453,61.68495627997402,1
2022,9,Circuit Gilles Villeneuve,12,Driver 12,Ferrari,8,18,0,25.59901243681587,44.442561654416764,29.244203044417453,74.02910027823864,1
2022,9,Circuit Gilles Villeneuve,6,Driver 6,Mercedes,15,19,0,25.59901243681587,44.442561654416764,29.244203044417453,61.49771747401366,4
2022,9,Circuit Gilles Villeneuve,17,Driver 17,Red Bull Racing,9,20,0,25.59901243681587,44.442561654416764,29.244203044417453,61.92124056974896,2
2022,10,Autodromo Enzo e Dino Ferrari,2,Driver 2,Alpha Tauri,16,1,25,34.95545141403092,36.69822361072335,38.39698132973493,76.13010635083032,3
2022,10,Autodromo Enzo e Dino Ferrari,9,Driver 9,McLaren,4,2,18,34.95545141403092,36.69822361072335,38.39698132973493,87.35448957951779,3
2022,10,Autodromo Enzo e Dino Ferrari,15,Driver 15,Alpine,11,3,15,34.95545141403092,36.69822361072335,38.39698132973493,99.51418273802662,3
2022,10,Autodromo Enzo e Dino Ferrari,12,Driver 12,Ferrari,2,4,12,34.95545141403092,36.69822361072335,38.39698132973493,70.90112186461104,1
2022,10,Autodromo Enzo e Dino Ferrari,4,Driver 4,Alpine,5,5,10,34.95545141403092,36.69822361072335,38.39698132973493,68.44319186300312,2
2022,10,Autodromo Enzo e Dino Ferrari,7,Driver 7,Haas,4,6,8,34.95545141403092,36.69822361072335,38.39698132973493,89.0516303193875,1
2022,10,Autodromo Enzo e Dino Ferrari,11,Driver 11,Mercedes,17,7,6,34.95545141403092,36.69822361072335,38.39698132973493,63.288005444251475,1
2022,10,Autodromo Enzo e Dino Ferrari,18,Driver 18,Williams,12,8,4,34.95545141403092,36.69822361072335,38.39698132973493,77.64281940628115,3
2022,10,Autodromo Enzo e Dino Ferrari,5,Driver 5,McLaren,4,9,2,34.95545141403092,36.69822361072335,38.39698132973493,67.34761251171126,1
2022,10,Autodromo Enzo e Dino Ferrari,13,Driver 13,Haas,20,10,1,34.95545141403092,36.69822361072335,38.39698132973493,87.60192540348393,2
2022,10,Autodromo Enzo e Dino Ferrari,8,Driver 8,Alpine,16,11,0,34.95545141403092,36.69822361072335,38.39698132973493,90.96518568397563,3
2022,10,Autodromo Enzo e Dino Ferrari,1,Driver 1,Mercedes,4,12,0,34.95545141403092,36.69822361072335,38.39698132973493,98.61161280074938,3
2022,10,Autodromo Enzo e Dino Ferrari,3,Driver 3,Williams,9,13,0,34.95545141403092,36.69822361072335,38.39698132973493,90.6054080469483,1
